"Date","Day","Month","Year","Type","Country","Area","Location","Activity","Sex","Age","Injury","Fatal..Y.N.","Species","address","latitude","longitude"
"31-Oct-04",31,"Oct",2004,"Unprovoked","CUBA","Camaguey Province","Santa Lucia","Diving","M",40,"Left forearm bitten","N","Bull shark","Santa Lucia , Camaguey Province , CUBA",21.08333,-78.15
"21-Oct-04",21,"Oct",2004,"Unprovoked","AUSTRALIA","New South Wales","Stockton Beach","Surfing","M",59,"Right foot lacerated","N","Bronze whaler shark","Stockton Beach , New South Wales , AUSTRALIA",-32.91542,151.79018
"9-Oct-04",9,"Oct",2004,"Unprovoked","USA","Hawaii","Moloka'i","Fishing","M",34,"Left shoulder bitten","N","Tiger shark","Moloka'i , Hawaii , USA",21.1333300000001,-157
"9-Oct-04",9,"Oct",2004,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Jeffrey?s Bay","Surfing","M",34,"Puncture wounds on right foot","N","Raggedtooth shark","Jeffrey?s Bay , Eastern Cape Province , SOUTH AFRICA",-34.04723,24.9205700000001
"6-Oct-04",6,"Oct",2004,"Unprovoked","REUNION","Conservat?ria District","P' tit Paris, Saint-Pierre","Paddle and Boogie boarding","M",15,"Leg severely bitten, surgically amputated","N","Tiger shark","P' tit Paris, Saint-Pierre , Conservat?ria District , REUNION",-21.34295,55.4683000000001
"2-Oct-04",2,"Oct",2004,"Unprovoked","USA","California","Pismo Beach, San Luis Obispo County","Surfing","M",16,"No injury, knocked off surfboard","N","Unknown","Pismo Beach, San Luis Obispo County , California , USA",35.1569700000001,-120.66859
"1-Oct-04",1,"Oct",2004,"Unprovoked","USA","California","Lifeguard Tower 16, Huntington Beach, Orange County","Surfing","M",40,"No injury, shark struck board & spun it around","N","Unknown","Lifeguard Tower 16, Huntington Beach, Orange County , California , USA",33.67893,-118.00157
"20-Sep-04",20,"Sep",2004,"Unprovoked","USA","Oregon","Gold  Beach","Surfing","M",26,"Leg bitten","N","White shark","Gold  Beach , Oregon , USA",42.41087,-124.42051
"4-Sep-04",4,"Sep",2004,"Unprovoked","USA","South Carolina","North of Apache Pier, Myrtle Beach, Horry County","Playing in the water","F",17,"Left knee & leg bitten","N","Unknown","North of Apache Pier, Myrtle Beach, Horry County , South Carolina , USA",33.6811089048,-78.9935785286643
"29-Aug-04",29,"Aug",2004,"Unprovoked","USA","Florida","New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County","Walking","F",38,"Heel bitten","N","Unknown","New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County , Florida , USA",28.6949900000001,-80.70061
"21-Aug-04",21,"Aug",2004,"Unprovoked","BRAZIL","Pernambuco","Boa Viagem Beach, Recife","Swimming","M",24,"Calf bitten & both hands injured","N","Tiger shark","Boa Viagem Beach, Recife , Pernambuco , BRAZIL",-8.10264999999993,-34.8857599999999
"15-Aug-04",15,"Aug",2004,"Unprovoked","USA","California","Kibesillah, Mendocino County","Diving","M",50,"FATAL","Y","White shark","Kibesillah, Mendocino County , California , USA",39.5913600000001,-123.77914
"6-Aug-04",6,"Aug",2004,"Unprovoked","USA","Florida","Big Bayou, St. Petersburg, Pinellas County","Swimming","M",47,"Back, buttocks, left hand & left side of face bitten","N","Unknown","Big Bayou, St. Petersburg, Pinellas County , Florida , USA",27.7285600489604,-82.6444898818072
"3-Aug-04",3,"Aug",2004,"Unprovoked","AUSTRALIA","New South Wales","Byron Bay","Fishing","M",30,"Minor puncture wounds to leg","N","Unknown","Byron Bay , New South Wales , AUSTRALIA",-28.64642,153.61272
"31-Jul-04",31,"Jul",2004,"Unprovoked","USA","Florida","Cocoa  Beach, Brevard County","Surfing","F",20,"Right foot bitten","N","Unknown","Cocoa  Beach, Brevard County , Florida , USA",28.31818,-80.61006
"28-Jul-04",28,"Jul",2004,"Unprovoked","USA","North Carolina","Rodanthe, Dare County","Surfing","F",28,"Right calf bitten","N","Unknown","Rodanthe, Dare County , North Carolina , USA",35.59581,-75.4674899999999
"27-Jul-04",27,"Jul",2004,"Unprovoked","USA","North Carolina","Carolina Beach, New Hanover County","Swimming","F",13,"Right forearm & wrist lacerated","N","Unknown","Carolina Beach, New Hanover County , North Carolina , USA",34.03313,-77.89438
"27-Jul-04",27,"Jul",2004,"Unprovoked","USA","Texas","Galveston Island","Swimming","F",19,"Right foot bitten","N","Unknown","Galveston Island , Texas , USA",29.22218,-94.90881
"25-Jul-04",25,"Jul",2004,"Unprovoked","USA","Texas","Bryan Beach, Brazoria County","Walking","M",11,"Right forearm nearly severed and bites above & below the right knee","N","Bull shark","Bryan Beach, Brazoria County , Texas , USA",28.911097,-95.336238
"15-Jul-04",15,"Jul",2004,"Unprovoked","JAPAN","Wakayama Prefecture","Susami","Fishing","M",51,"Suffered broken ribs when the shark's tail fin slammed into his chest","N","Mako shark","Susami , Wakayama Prefecture , JAPAN",33.55720268,135.50114175
"10-Jul-04",10,"Jul",2004,"Unprovoked","AUSTRALIA","Western Australia","Lefthanders Beach, Margaret River","Surfing","M",30,"FATAL, abdomen, pelvis & leg bitten","Y","Unknown","Lefthanders Beach, Margaret River , Western Australia , AUSTRALIA",-33.9532199999999,115.07347
"2-Jul-04",2,"Jul",2004,"Unprovoked","USA","Alabama","Gulf Shores Beach, Baldwin County","Walking","M",7,"Right foot lacerated","N","Unknown","Gulf Shores Beach, Baldwin County , Alabama , USA",30.248272,-87.689455
"26-Jun-04",26,"Jun",2004,"Unprovoked","USA","California","San Onofre State Beach, San Diego County","Surfing","M",45,"No injury, shark struck his board","N","White shark","San Onofre State Beach, San Diego County , California , USA",33.3812,-117.57739
"10-Jun-04",10,"Jun",2004,"Unprovoked","AUSTRALIA","Western Australia","Bunbury","Paddle and Boogie boarding","M",17,"Ankle & foot lacerated","N","Bronze whaler shark","Bunbury , Western Australia , AUSTRALIA",-33.32166,115.63691
"10-Jun-04",10,"Jun",2004,"Unprovoked","USA","Florida","Daytona Beach Shores, Volusia County","Swimming","M",8,"Right wrist  & left arm lacerated","N","Unknown","Daytona Beach Shores, Volusia County , Florida , USA",29.1719900000001,-80.98035
"2-Jun-04",2,"Jun",2004,"Unprovoked","SOUTH AFRICA","Western Cape Province","Dyer Island","Swimming","M",21,"FATAL, leg severed","Y","White shark","Dyer Island , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"29-May-04",29,"May",2004,"Unprovoked","USA","Texas","Pirate's Beach, Galveston Island","Walking","M",16,"Puncture wounds on shin","N","Unknown","Pirate's Beach, Galveston Island , Texas , USA",29.2054200000001,-94.9401799999999
"23-May-04",23,"May",2004,"Unprovoked","BRAZIL","Pernambuco","Piedade Beach","Swimming","M",17,"Left hand, foot severed &  left calf & arm bitten","N","Bull shark","Piedade Beach , Pernambuco , BRAZIL",-8.16349999999994,-34.9127099999999
"28-May-04",28,"May",2004,"Unprovoked","USA","California","Salmon Creek, Sonoma County","Surfing","M",44,"No injury","N","Unknown","Salmon Creek, Sonoma County , California , USA",38.35067,-123.06119
"23-May-04",23,"May",2004,"Unprovoked","USA","Florida","St. Augustine, St. John's County","Swimming","M",9,"Calf & foot lacerated","N","Unknown","St. Augustine, St. John's County , Florida , USA",29.89216,-81.31411
"22-May-04",22,"May",2004,"Unprovoked","BRAZIL","Pernambuco","Piedade Beach, Recife","Walking","F",24,"Hips & thighs bitten","N","Unknown","Piedade Beach, Recife , Pernambuco , BRAZIL",-8.05410018571252,-34.8789544985325
"18-May-04",18,"May",2004,"Provoked","BAHAMAS","Abaco Islands","Green Turtle Cay","Diving","M",63,"Left forearm bitten PROVOKED INCIDENT","N","Caribbean reef shark","Green Turtle Cay , Abaco Islands , BAHAMAS",26.76667,-77.31667
"4-May-04",4,"May",2004,"Unprovoked","USA","Texas","Channel between South Padre Island & Padre Island National Seashore","Surfing","M",28,"No injury, board bitten","N","Mako shark","Channel between South Padre Island & Padre Island National Seashore , Texas , USA",25.9437900483346,-97.4274798750074
"1-May-04",1,"May",2004,"Unprovoked","BRAZIL","Pernambuco","Piedade","Swimming","M",22,"FATAL","Y","Unknown","Piedade , Pernambuco , BRAZIL",-8.18332999999996,-34.91667
"7-Apr-04",7,"Apr",2004,"Unprovoked","USA","Hawaii","Kahana Beach, Maui","Surfing","M",57,"FATAL Severe wound to right thigh & calf","Y","Tiger shark","Kahana Beach, Maui , Hawaii , USA",20.9681200000001,-156.6809
"5-Apr-04",5,"Apr",2004,"Unprovoked","SOUTH AFRICA","Western Cape Province","Surfers' Corner, Muizenberg, False Bay","Surfing","M",16,"Left leg lacerated, right leg severed above the knee","N","White shark","Surfers' Corner, Muizenberg, False Bay , Western Cape Province , SOUTH AFRICA",-34.1102299999999,18.4664
"31-Mar-04",31,"Mar",2004,"Unprovoked","USA","Florida","Stuart Rocks, Martin County","Surfing","M",20,"15 puncture wounds on foot","N","Bull shark","Stuart Rocks, Martin County , Florida , USA",27.20032,-80.2558
"29-Mar-04",29,"Mar",2004,"Unprovoked","BRAZIL","Pernambuco","Piedade Beach","Paddle and Boogie boarding","M",22,"Lower left leg bitten, surgically amputated","N","Bull shark","Piedade Beach , Pernambuco , BRAZIL",-8.16349999999994,-34.9127099999999
"27-Mar-04",27,"Mar",2004,"Unprovoked","REUNION","Saint-Beno?t","Spot de la gare","Surfing","M",20,"Right thigh bitten","N","Unknown","Spot de la gare , Saint-Beno?t , REUNION",-21.0357799999999,55.71518
"27-Mar-04",27,"Mar",2004,"Unprovoked","USA","Florida","Sanibel Island, Lee County","Swimming","M",61,"Minor lacerations & abrasions on forearm","N","Unknown","Sanibel Island, Lee County , Florida , USA",26.4403600000001,-82.1136999999999
"16-Mar-04",16,"Mar",2004,"Unprovoked","USA","Hawaii","Kalihiwai Beach, Kauai","Surfing","M",51,"No injury, board bitten","N","Tiger shark","Kalihiwai Beach, Kauai , Hawaii , USA",22.2157800000001,-159.42745
"6-Mar-04",6,"Mar",2004,"Unprovoked","AUSTRALIA","Western Australia","5 nm off Cervantes","Fishing","M",47,"Shin & calf bitten","N","Bronze whaler shark","5 nm off Cervantes , Western Australia , AUSTRALIA",-30.50249,115.06933
"29-Feb-04",29,"Feb",2004,"Unprovoked","BRAZIL","Pernambuco","Piedade Beach, Recife","Swimming","M",29,"FATAL, right thigh & hip bitten","Y","Unknown","Piedade Beach, Recife , Pernambuco , BRAZIL",-8.05410018571252,-34.8789544985325
"26-Feb-04",26,"Feb",2004,"Unprovoked","NEW ZEALAND","South Island, near Karitane north of Dunedin","South Beach","Surfing","M",15,"Thigh lacerated","N","Sevengill shark","South Beach , South Island, near Karitane north of Dunedin , NEW ZEALAND",-45.8615329629999,170.518909332
"11-Feb-04",11,"Feb",2004,"Unprovoked","AUSTRALIA","New South Wales","Caves Beach","Snorkeling","M",22,"Leg bitten","N","Unknown","Caves Beach , New South Wales , AUSTRALIA",-33.1007,151.64556
"25-Jan-04",25,"Jan",2004,"Unprovoked","AUSTRALIA","Western Australia","Binningup","Diving","M",46,"Left leg bitten","N","White shark","Binningup , Western Australia , AUSTRALIA",-33.1485499999999,115.69822
"23-Jan-04",23,"Jan",2004,"Unprovoked","URUGUAY","Rocha","Ensenada de la Coronilla","Surfing","M",21,"Puncture wounds to dorsum of right foot","N","Tiger shark","Ensenada de la Coronilla , Rocha , URUGUAY",-33.89845,-53.51465
"21-Jan-04",21,"Jan",2004,"Unprovoked","VENEZUELA","Anzoategui","Santa Cruz Beach, Mochima National Park, 250 km from Caracas","Fishing","M",40,"Right leg bitten","N","Bull shark","Santa Cruz Beach, Mochima National Park, 250 km from Caracas , Anzoategui , VENEZUELA",10.4510999845579,-66.8816399606325
"7-Jan-04",7,"Jan",2004,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","West Beach, Port Alfred","Surfing","M",22,"Foot lacerated","N","Raggedtooth shark","West Beach, Port Alfred , Eastern Cape Province , SOUTH AFRICA",-33.60317,26.89955
"13-Dec-03",13,"Dec",2003,"Unprovoked","USA","Florida","Melbourne Beach, Brevard County","Swimming","M",13,"Foot bitten","N","Unknown","Melbourne Beach, Brevard County , Florida , USA",28.0683900000001,-80.5653399999999
"13-Dec-03",13,"Dec",2003,"Unprovoked","NEW ZEALAND","Cook Islands","Pukapuka Northern Group","Swimming","M",45,"FATAL","Y","Unknown","Pukapuka Northern Group , Cook Islands , NEW ZEALAND",-36.48333,174.68333
"8-Dec-03",8,"Dec",2003,"Unprovoked","AUSTRALIA","Victoria","Collendina Beach east of Ocean Grove","Surfing","M",36,"No inury, shark caught leash attached to surfer's ankle & towed him a short distance","N","Unknown","Collendina Beach east of Ocean Grove , Victoria , AUSTRALIA",-38.2676099999999,144.52199
"27-Nov-03",27,"Nov",2003,"Unprovoked","SOUTH AFRICA","KwaZulu-Natal","Sodwana","Fishing","M",21,"Presumed FATAL, severed hand recovered","Y","Tiger shark","Sodwana , KwaZulu-Natal , SOUTH AFRICA",-27.3782699636083,31.6144900729947
"22-Nov-03",22,"Nov",2003,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Surfing","F",35,"Severe abrasion to left lateral calf","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"12-Nov-03",12,"Nov",2003,"Unprovoked","INDIA","Tamil Nadu","Mahabalipuram beach, 37 km south of Chennai","Swimming","M",35,"Left index finger lacerated","N","Tiger shark","Mahabalipuram beach, 37 km south of Chennai , Tamil Nadu , INDIA",12.9660700415103,80.2494900767922
"12-Nov-03",12,"Nov",2003,"Unprovoked","USA","Florida","South Jetty, New Smyrna Beach, Volusia County","Surfing","M",24,"Lacerations to hand","N","Unknown","South Jetty, New Smyrna Beach, Volusia County , Florida , USA",28.903242108565,-80.8118530528192
"31-Oct-03",31,"Oct",2003,"Unprovoked","USA","Florida","Ponte Vedra Beach, St. Johns County","Surfing","M",18,"Left foot (sole) bitten","N","Unknown","Ponte Vedra Beach, St. Johns County , Florida , USA",30.22612,-81.38668
"31-Oct-03",31,"Oct",2003,"Unprovoked","AUSTRALIA","New South Wales","Lighthouse Beach, Seal Rocks","Surfing","M",22,"Left ankle & foot lacerated","N","Unknown","Lighthouse Beach, Seal Rocks , New South Wales , AUSTRALIA",-32.4406862925043,152.537666601043
"31-Oct-03",31,"Oct",2003,"Unprovoked","USA","Hawaii","Tunnels surf break off Makua Beach, Kaua'i","Surfing","F",13,"Left arm severed below shoulder","N","Tiger shark","Tunnels surf break off Makua Beach, Kaua'i , Hawaii , USA",21.8860768472155,-159.477667374629
"27-Oct-03",27,"Oct",2003,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",46,"Laceration on right ankle & heel","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"14-Oct-03",14,"Oct",2003,"Unprovoked","USA","Florida","Near Patrick Air Force Base Brevard County","Surfing","M",19,"Foot bitten","N","Unknown","Near Patrick Air Force Base Brevard County , Florida , USA",28.2518200000001,-80.60354
"5-Oct-03",5,"Oct",2003,"Unprovoked","USA","Florida","Stuart Park Beach, Martin County","Surfing","M",18,"5 to 6 lacerations on right foot & ankle","N","Unknown","Stuart Park Beach, Martin County , Florida , USA",27.2188445376875,-80.2423400387707
"5-Oct-03",5,"Oct",2003,"Provoked","USA","Florida","South Jetty, New Smyrna Beach, Volusia County","Surfing","M",30,"Left ankle bitten when he stepped on the shark PROVOKED INCIDENT","N","Unknown","South Jetty, New Smyrna Beach, Volusia County , Florida , USA",28.903242108565,-80.8118530528192
"5-Oct-03",5,"Oct",2003,"Unprovoked","USA","Hawaii","Cove Beach / Kalama Beach, Kihei, Maui","Walking","F",41,"Left thigh abraded, right knee and right index finger injured","N","Unknown","Cove Beach / Kalama Beach, Kihei, Maui , Hawaii , USA",20.73222,-156.45234
"29-Sep-03",29,"Sep",2003,"Unprovoked","FIJI","Taveuni","Welagi coastal reef off Drekeniwai","Walking","M",40,"FATAL abdomen bitten","Y","Unknown","Welagi coastal reef off Drekeniwai , Taveuni , FIJI",-17.835402367,177.963331372
"28-Sep-03",28,"Sep",2003,"Unprovoked","USA","Florida","North Hutchinson Island, St. Lucie Couny","Surfing","M",16,"Arm lacerated","N","Unknown","North Hutchinson Island, St. Lucie Couny , Florida , USA",27.484004436182,-80.3085676741218
"21-Sep-03",21,"Sep",2003,"Unprovoked","USA","Florida","Ponce Inlet, New Smyrna Beach, Volusia County","Surfing","M",21,"Left foot bitten","N","Unknown","Ponce Inlet, New Smyrna Beach, Volusia County , Florida , USA",29.0459292263418,-80.9382424631848
"19-Sep-03",19,"Sep",2003,"Unprovoked","USA","Florida","Ponce Inlet, New Smyrna Beach, Volusia County","Surfing","M",19,"Left heel lacerated","N","Unknown","Ponce Inlet, New Smyrna Beach, Volusia County , Florida , USA",29.0459292263418,-80.9382424631848
"17-Sep-03",17,"Sep",2003,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",17,"3 puncture wounds on left foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"14-Sep-03",14,"Sep",2003,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",30,"Left foot: lacerations on heel and sole","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"13-Sep-03",13,"Sep",2003,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Paddle and Boogie boarding","M",18,"Left calf avulsion","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"13-Sep-03",13,"Sep",2003,"Unprovoked","USA","South Carolina","Isle of Palms, Charleston County","Standing","M",15,"Ankle lacerated","N","Unknown","Isle of Palms, Charleston County , South Carolina , USA",32.78997,-79.7838399999999
"12-Sep-03",12,"Sep",2003,"Unprovoked","SOUTH AFRICA","Western Cape Province","Near the wreck of the Kakapo off Noordhoek Beach","Paddle and Boogie boarding","M",19,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten","Y","White shark","Near the wreck of the Kakapo off Noordhoek Beach , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"19-Aug-03",19,"Aug",2003,"Unprovoked","USA","California","Avila Beach, San Luis Obispo County","Swimming","F",50,"FATAL          Hip & upper thigh bitten, femoral artery severed","Y","White shark","Avila Beach, San Luis Obispo County , California , USA",35.17931,-120.73545
"26-Jul-03",26,"Jul",2003,"Unprovoked","AUSTRALIA","Northern Territory","Nhulunbuy","Surfing","M",37,"No injury, flung into water when shark bit rudder of ski","N","Unknown","Nhulunbuy , Northern Territory , AUSTRALIA",-12.18706,136.77883
